Index,County,Local_Authority,Roll_Nr,Name,Ethos,Island,Irish,DEIS,Total_Boys,Total_Girls,Total_Pupils,Class_size_0_9,Class_size_10_19,Class_size_20_24,Class_size_25_29,Class_size_30_34,Class_size_35_39,Class_size_40_45,Type
2082,Louth,Louth County Council,20349H,Scoil Oilibhéir Naofa,Catholic,N,No Irish,N,138,129,267,,15,22,110,120,,,MS
2083,Mayo,Mayo County Council,01676P,Ballindine B N S,Catholic,N,No Irish,N,67,66,133,,,47,52,34,,,MS
2084,Mayo,Mayo County Council,02912G,Scoil Na Gcoillini,Catholic,N,No Irish,N,59,46,105,,,21,54,30,,,MS
2085,Mayo,Mayo County Council,04796R,Brackloon N S,Catholic,N,No Irish,Y,63,47,110,,,23,53,34,,,MS
2086,Mayo,Mayo County Council,05120L,Lehinch N S,Catholic,N,No Irish,Y,7,10,17,7,10,,,,,,MS
2087,Mayo,Mayo County Council,05756K,Burriscarra N S,Catholic,N,No Irish,N,13,11,24,8,16,,,,,,MS
2088,Mayo,Mayo County Council,06852L,Garracloon N S,Catholic,N,No Irish,Y,19,16,35,,35,,,,,,MS
2089,Mayo,Mayo County Council,07054L,Cullens N S,Catholic,N,No Irish,N,137,126,263,,,67,196,,,,MS
2090,Mayo,Mayo County Council,07075T,S N Naomh Feichin,Catholic,N,No Irish,N,35,31,66,,,41,25,,,,MS
2091,Mayo,Mayo County Council,07374G,Ballintubber N S,Catholic,N,No Irish,N,52,38,90,,19,20,51,,,,MS
2092,Mayo,Mayo County Council,08302J,Holy Trinity National School,Church Of Ireland,N,No Irish,N,30,35,65,,,65,,,,,MS
2093,Mayo,Mayo County Council,09040K,Newtownwhite Educate Together Ns,Multi Denominational,N,No Irish,N,7,13,20,8,12,,,,,,MS
2094,Mayo,Mayo County Council,09658H,Glenisland N S,Catholic,N,No Irish,N,8,7,15,4,11,,,,,,MS
2095,Mayo,Mayo County Council,11725I,Beheymore N S,Catholic,N,No Irish,Y,101,97,198,,,24,107,61,,,MS
2096,Mayo,Mayo County Council,11834N,Cloondaff N S,Catholic,N,No Irish,N,10,8,18,8,10,,,,,,MS
2097,Mayo,Mayo County Council,12173A,Meelickmore N S,Catholic,N,No Irish,N,32,31,63,,38,,25,,,,MS
2098,Mayo,Mayo County Council,12206M,S N Naomh Padraig,Catholic,N,No Irish,N,100,87,187,,,22,165,,,,MS
2099,Mayo,Mayo County Council,12350T,S N Na Haille,Catholic,N,No Irish,N,59,45,104,,,47,25,32,,,MS
2100,Mayo,Mayo County Council,12373I,S N Eachleime,Catholic,N,All Irish,Y,21,22,43,,43,,,,,,MS
2101,Mayo,Mayo County Council,12467R,Craggagh N S,Catholic,N,No Irish,N,27,32,59,,18,41,,,,,MS
2102,Mayo,Mayo County Council,12568A,Sn Inbhear,Catholic,N,Part Irish,N,11,24,35,,35,,,,,,MS
2103,Mayo,Mayo County Council,12569C,S N Ros Dumhach,Catholic,N,All Irish,Y,13,11,24,9,15,,,,,,MS
2104,Mayo,Mayo County Council,12626L,Sn Coill A Tsidheain,Catholic,N,All Irish,N,12,9,21,8,13,,,,,,MS
2105,Mayo,Mayo County Council,12792F,Saint Michaels N S,Church Of Ireland,N,No Irish,N,15,22,37,,37,,,,,,MS
2106,Mayo,Mayo County Council,12808R,Shraheen N S,Catholic,N,No Irish,N,5,6,11,,11,,,,,,MS
2107,Mayo,Mayo County Council,12816Q,S N Ceathru An Chlochar,Catholic,N,No Irish,N,21,15,36,,15,21,,,,,MS
2108,Mayo,Mayo County Council,12936D,Cloonlyon N S,Catholic,N,No Irish,N,33,37,70,,17,,53,,,,MS
2109,Mayo,Mayo County Council,12938H,S N Tamhnighan Fheadha,Catholic,N,No Irish,N,17,14,31,,31,,,,,,MS
2110,Mayo,Mayo County Council,13080V,Kilmovee In S,Catholic,N,No Irish,N,37,23,60,,34,,26,,,,MS
2111,Mayo,Mayo County Council,13145A,S N Naomh Colm Cille,Catholic,N,No Irish,N,114,95,209,,,45,28,66,70,,MS
2112,Mayo,Mayo County Council,13152U,St Josephs N S,Catholic,N,No Irish,N,45,51,96,,17,,79,,,,MS
2113,Mayo,Mayo County Council,13174H,St Columbas N.S.,Catholic,Y,No Irish,Y,1,1,2,2,,,,,,,MS
2114,Mayo,Mayo County Council,13222P,Sn Gleann A Chaisil,Catholic,N,Part Irish,Y,30,25,55,,50,,,,,,MS
2115,Mayo,Mayo County Council,13225V,Cormaic Nfa,Catholic,N,No Irish,Y,32,20,52,,52,,,,,,MS
2116,Mayo,Mayo County Council,13311O,St Patricks Ns,Catholic,Y,No Irish,N,10,12,22,,22,,,,,,MS
2117,Mayo,Mayo County Council,13383Q,S N An Tsraith,Catholic,N,Part Irish,Y,9,15,24,,24,,,,,,MS
2118,Mayo,Mayo County Council,13389F,Sn An Trian Lair,Catholic,N,No Irish,N,45,34,79,,17,,,62,,,MS
2119,Mayo,Mayo County Council,13444K,S N Beal Atha Na Hein,Catholic,N,No Irish,N,28,34,62,,19,43,,,,,MS
2120,Mayo,Mayo County Council,13500R,Mount Pleasant N S,Catholic,N,No Irish,N,44,40,84,,18,,,66,,,MS
2121,Mayo,Mayo County Council,13555T,S N Faitche,Catholic,N,No Irish,Y,49,41,90,,34,,56,,,,MS
2122,Mayo,Mayo County Council,13659I,Beacan Mixed N S,Catholic,N,No Irish,N,83,70,153,,,70,83,,,,MS
2123,Mayo,Mayo County Council,13667H,Sn Muine Chonallain,Catholic,N,No Irish,Y,34,25,59,,19,40,,,,,MS
2124,Mayo,Mayo County Council,13684H,Beannchor N S,Catholic,N,No Irish,Y,18,23,41,,15,,26,,,,MS
2125,Mayo,Mayo County Council,13758K,Templemary N S,Catholic,N,No Irish,Y,19,15,34,,34,,,,,,MS
2126,Mayo,Mayo County Council,13773G,S N Gort An Eadain,Catholic,N,No Irish,N,14,8,22,9,13,,,,,,MS
2127,Mayo,Mayo County Council,13781F,Breaffy N S,Catholic,N,No Irish,Y,216,226,442,,,24,297,121,,,MS
2128,Mayo,Mayo County Council,13797U,Lecanvey N S,Catholic,N,No Irish,N,10,14,24,,24,,,,,,MS
2129,Mayo,Mayo County Council,13882L,S N Gleann Na Muaidhe,Catholic,N,Part Irish,Y,9,11,20,,20,,,,,,MS
2130,Mayo,Mayo County Council,14064F,S N Coill An Bhaile,Catholic,N,No Irish,Y,10,17,27,,27,,,,,,MS
2131,Mayo,Mayo County Council,14188A,Barnatra N S,Catholic,N,Part Irish,Y,14,16,30,,30,,,,,,MS
2132,Mayo,Mayo County Council,14193Q,S N Dubh Thuama,Catholic,N,Part Irish,Y,20,22,42,,,42,,,,,MS
2133,Mayo,Mayo County Council,14205U,S N Mainistir Muigheo,Catholic,N,No Irish,N,34,26,60,,16,44,,,,,MS
2134,Mayo,Mayo County Council,14258S,Cill Mhor Iorrais,Catholic,N,Part Irish,Y,27,26,53,,53,,,,,,MS
2135,Mayo,Mayo County Council,14290O,Scoil Naomh Brid,Catholic,N,No Irish,Y,30,43,73,,,20,53,,,,MS
2136,Mayo,Mayo County Council,14400S,S N Cill Mhuire,Catholic,N,No Irish,N,26,34,60,,36,24,,,,,MS
2137,Mayo,Mayo County Council,14418O,Bofield Mixed N S,Catholic,N,No Irish,Y,16,11,27,9,18,,,,,,MS
2138,Mayo,Mayo County Council,14497N,S N B Curnanool,Catholic,N,No Irish,N,22,20,42,,,42,,,,,MS
2139,Mayo,Mayo County Council,14534Q,Gortjordan N S,Catholic,N,No Irish,N,21,27,48,,,22,26,,,,MS
2140,Mayo,Mayo County Council,14671D,S N Na Craobhaighe,Catholic,N,No Irish,Y,12,8,20,9,11,,,,,,MS
2141,Mayo,Mayo County Council,14808E,Irishtown N S,Catholic,N,No Irish,N,28,40,68,,19,24,25,,,,MS
2142,Mayo,Mayo County Council,14863M,Achill Sound Convent Ns,Catholic,N,Part Irish,Y,18,16,34,,34,,,,,,MS
2143,Mayo,Mayo County Council,14865Q,Killocrann N S,Catholic,N,No Irish,N,12,6,18,,18,,,,,,MS
2144,Mayo,Mayo County Council,14866S,Sn Beal A Bhulain,Catholic,N,All Irish,Y,10,10,20,8,12,,,,,,MS
2145,Mayo,Mayo County Council,14873P,Dookinella N.S.,Catholic,N,No Irish,Y,17,20,37,,37,,,,,,MS
2146,Mayo,Mayo County Council,15007V,Partry N S,Catholic,N,No Irish,N,18,22,40,,19,21,,,,,MS
2147,Mayo,Mayo County Council,15014S,Corclough Ns,Catholic,N,Part Irish,Y,42,41,83,,,24,28,31,,,MS
2148,Mayo,Mayo County Council,15030Q,St Marys N S,Catholic,N,No Irish,Y,49,33,82,,,23,27,32,,,MS
2149,Mayo,Mayo County Council,15032U,S N Muire Gan Smal,Catholic,N,All Irish,Y,15,15,30,,10,20,,,,,MS
2150,Mayo,Mayo County Council,15113U,S N Sheamais,Catholic,N,No Irish,Y,12,9,21,9,12,,,,,,MS
2151,Mayo,Mayo County Council,15257V,Quignamanger N S,Catholic,N,No Irish,N,158,118,276,,,40,133,67,36,,MS
2152,Mayo,Mayo County Council,15539I,St Johns Ns,Catholic,N,No Irish,Y,27,27,54,,33,21,,,,,MS
2153,Mayo,Mayo County Council,15555G,Breafy N S,Catholic,N,No Irish,N,119,116,235,,37,23,78,97,,,MS
2154,Mayo,Mayo County Council,15866A,Carrakennedy N S,Catholic,N,No Irish,Y,20,15,35,,12,23,,,,,MS
2155,Mayo,Mayo County Council,15967G,Crimlin N S,Catholic,N,No Irish,N,10,22,32,,31,,,,,,MS
2156,Mayo,Mayo County Council,15996N,Rathbane N S,Catholic,N,No Irish,N,41,25,66,,18,23,25,,,,MS
2157,Mayo,Mayo County Council,16021U,Lisaniska N S,Catholic,N,No Irish,N,30,30,60,,32,,28,,,,MS
2158,Mayo,Mayo County Council,16052I,S N Naomh Padraig Saile,Catholic,N,All Irish,Y,21,20,41,,19,22,,,,,MS
2159,Mayo,Mayo County Council,16113C,Sn Toin Na Gaoithe,Catholic,N,All Irish,Y,25,26,51,,,,51,,,,MS
2160,Mayo,Mayo County Council,16122D,Knock N S,Catholic,N,No Irish,Y,68,65,133,,,45,25,63,,,MS
2161,Mayo,Mayo County Council,16170O,Cloghans N S,Catholic,N,No Irish,N,19,18,37,,17,20,,,,,MS
2162,Mayo,Mayo County Council,16173U,Kinaffe N S,Catholic,N,No Irish,Y,7,10,17,17,,,,,,,MS
2163,Mayo,Mayo County Council,16269K,Killasser Ns,Catholic,N,No Irish,N,15,11,26,,26,,,,,,MS
2164,Mayo,Mayo County Council,16283E,S N Pol A Tsomais,Catholic,N,All Irish,Y,23,17,40,,18,22,,,,,MS
2165,Mayo,Mayo County Council,16289Q,St Johns N S,Catholic,N,No Irish,Y,35,35,70,,16,,54,,,,MS
2166,Mayo,Mayo County Council,16295L,Sn An Chorrain,Catholic,N,Part Irish,Y,2,0,2,2,,,,,,,MS
2167,Mayo,Mayo County Council,16379R,Valley N S,Catholic,N,No Irish,Y,7,6,13,,13,,,,,,MS
2168,Mayo,Mayo County Council,16562I,Knockanillo N S,Catholic,N,No Irish,N,23,18,41,,,41,,,,,MS
2169,Mayo,Mayo County Council,16618J,Myna N S,Catholic,N,No Irish,Y,74,54,128,,18,,110,,,,MS
2170,Mayo,Mayo County Council,16630W,Ceara N S,Catholic,N,No Irish,N,9,9,18,6,12,,,,,,MS
2171,Mayo,Mayo County Council,16756V,S N Brighde,Catholic,N,No Irish,N,52,65,117,,35,23,28,31,,,MS
2172,Mayo,Mayo County Council,16780S,Culmore N S,Catholic,N,No Irish,N,10,17,27,,27,,,,,,MS
2173,Mayo,Mayo County Council,16811D,Killala N S,Catholic,N,No Irish,Y,53,52,105,,17,,25,63,,,MS
2174,Mayo,Mayo County Council,16832L,Muirisc Ns,Catholic,N,No Irish,N,17,7,24,,24,,,,,,MS
2175,Mayo,Mayo County Council,16904K,S N Lainn Cille,Catholic,N,No Irish,Y,38,28,66,,18,22,26,,,,MS
2176,Mayo,Mayo County Council,16911H,S N Leath Ardan,Catholic,N,No Irish,N,44,30,74,,,45,29,,,,MS
2177,Mayo,Mayo County Council,16984L,S N Naomh Sheosamh,Catholic,N,No Irish,N,59,42,101,,,47,54,,,,MS
2178,Mayo,Mayo County Council,17039V,S N Coill Mor,Catholic,N,No Irish,N,11,4,15,,15,,,,,,MS
2179,Mayo,Mayo County Council,17082W,Scoil Chomain Naofa,Catholic,N,No Irish,N,62,55,117,,,63,54,,,,MS
2180,Mayo,Mayo County Council,17098O,S N Tighearnain Naofa,Catholic,N,No Irish,N,51,41,92,,18,23,51,,,,MS
2181,Mayo,Mayo County Council,17119T,S N B Ball Aluinn,Catholic,N,No Irish,N,86,78,164,,,21,82,61,,,MS
2182,Mayo,Mayo County Council,17129W,S N Naomh Padraig,Catholic,N,No Irish,Y,8,12,20,5,15,,,,,,MS
2183,Mayo,Mayo County Council,17176I,S N Realt Na Mara,Catholic,N,No Irish,Y,25,23,48,,48,,,,,,MS
2184,Mayo,Mayo County Council,17209U,Cooneal N.S.,Catholic,N,No Irish,N,59,51,110,,,23,56,31,,,MS
2185,Mayo,Mayo County Council,17301I,S N Teach Caoin,Catholic,N,No Irish,N,40,33,73,,18,,55,,,,MS
2186,Mayo,Mayo County Council,17321O,S N An Coill Mhor,Catholic,N,No Irish,Y,14,18,32,,32,,,,,,MS
2187,Mayo,Mayo County Council,17482P,Clogher Ns,Catholic,N,No Irish,N,18,12,30,,30,,,,,,MS
2188,Mayo,Mayo County Council,17483R,Carraholly N S,Catholic,N,No Irish,Y,53,35,88,,19,44,25,,,,MS
2189,Mayo,Mayo County Council,17532E,S N Druim Slaod,Catholic,N,No Irish,Y,20,12,32,,32,,,,,,MS
2190,Mayo,Mayo County Council,17562N,S N Oilean Eadaigh,Catholic,N,No Irish,Y,29,37,66,,,66,,,,,MS
2191,Mayo,Mayo County Council,17585C,S N Beal Caradh,Catholic,N,No Irish,N,72,74,146,,,,112,34,,,MS
2192,Mayo,Mayo County Council,17615I,Sn Naomh Proinnsias,Catholic,N,No Irish,N,38,36,74,,,45,29,,,,MS
2193,Mayo,Mayo County Council,17678J,S N Fiondalbha,Catholic,N,No Irish,N,20,14,34,,34,,,,,,MS
2194,Mayo,Mayo County Council,17682A,S N Colm Naofa,Catholic,N,No Irish,N,17,25,42,,16,,26,,,,MS
2195,Mayo,Mayo County Council,17727T,Sn Croi Muire,Catholic,N,All Irish,Y,49,40,89,,17,20,52,,,,MS
2196,Mayo,Mayo County Council,17874J,Glencorrib N S,Catholic,N,No Irish,N,16,7,23,8,15,,,,,,MS
2197,Mayo,Mayo County Council,17922R,Cloghans Hill N S,Catholic,N,No Irish,N,7,5,12,,12,,,,,,MS
2198,Mayo,Mayo County Council,17923T,S N Beal An Mhuirthead,Catholic,N,All Irish,Y,43,30,73,,,23,50,,,,MS
2199,Mayo,Mayo County Council,18002D,Drumgallagh N S,Catholic,N,No Irish,Y,19,22,41,,15,,26,,,,MS
2200,Mayo,Mayo County Council,18003F,S N Athracht Nfa Buach,Catholic,N,No Irish,N,54,75,129,,,44,53,32,,,MS
2201,Mayo,Mayo County Council,18070U,Convent Of Mercy N.S.,Catholic,N,No Irish,N,81,217,298,,,47,189,62,,,MS
2202,Mayo,Mayo County Council,18082E,S N Dumhach,Catholic,N,No Irish,Y,18,15,33,,33,,,,,,MS
2203,Mayo,Mayo County Council,18145C,Sn Nmh Treasa,Catholic,N,No Irish,N,15,27,42,,15,,27,,,,MS
2204,Mayo,Mayo County Council,18175L,S N Beannchair,Catholic,N,No Irish,Y,15,2,17,7,10,,,,,,MS
2205,Mayo,Mayo County Council,18503C,S N Naomh Brid C,Catholic,N,No Irish,N,35,36,71,,18,,53,,,,MS
2206,Mayo,Mayo County Council,18506I,S N Naomh Padraig B,Catholic,N,No Irish,Y,39,0,39,,39,,,,,,MS
2207,Mayo,Mayo County Council,18542M,S N Naomh Padraig,Catholic,N,No Irish,N,439,2,441,,37,161,134,91,,,MS
2208,Mayo,Mayo County Council,18561Q,S N Naomh Ioseph,Catholic,N,No Irish,N,110,101,211,,19,45,50,97,,,MS
2209,Mayo,Mayo County Council,18562S,S N An Teaghlaigh,Catholic,N,No Irish,N,46,41,87,,19,43,25,,,,MS
2210,Mayo,Mayo County Council,18594I,S N Achaidh An Ghlaisin,Catholic,N,Part Irish,Y,25,10,35,,35,,,,,,MS
2211,Mayo,Mayo County Council,18694M,Convent Of Mercy N S,Catholic,N,No Irish,N,0,348,348,,57,66,153,34,38,,MS
2212,Mayo,Mayo County Council,18712L,S N Cnoc Ruscaighe,Catholic,N,No Irish,Y,97,77,174,,,24,135,,,,MS
2213,Mayo,Mayo County Council,18754E,Sn Naomh Seosamh,Catholic,N,All Irish,Y,15,16,31,,29,,,,,,MS
2214,Mayo,Mayo County Council,18818E,S N Naomh Iosaf,Catholic,N,No Irish,N,9,8,17,6,11,,,,,,MS
2215,Mayo,Mayo County Council,18848N,S N Peadair Agus Pol,Catholic,N,No Irish,Y,25,34,59,,12,22,25,,,,MS
2216,Mayo,Mayo County Council,18876S,Sn Baile Cuisin,Catholic,N,No Irish,N,13,19,32,,32,,,,,,MS
2217,Mayo,Mayo County Council,18880J,S N Gort Sceiche,Catholic,N,No Irish,N,20,23,43,,17,,26,,,,MS
2218,Mayo,Mayo County Council,18922W,S N Chluain Luifin,Catholic,N,No Irish,N,39,39,78,,,20,27,31,,,MS
2219,Mayo,Mayo County Council,19324H,S N Teaghlaigh Naofa,Catholic,N,No Irish,Y,23,35,58,,12,20,26,,,,MS
2220,Mayo,Mayo County Council,19394F,Robeen Central N S,Catholic,N,No Irish,N,25,31,56,,34,22,,,,,MS
2221,Mayo,Mayo County Council,19402B,Ballyvary Central N S,Catholic,N,No Irish,N,85,88,173,,,24,52,97,,,MS
2222,Mayo,Mayo County Council,19451O,Newport Central,Catholic,N,No Irish,Y,97,80,177,,,24,84,63,,,MS
2223,Mayo,Mayo County Council,19488O,Scoil Naomh Feichin,Catholic,N,No Irish,Y,26,26,52,,,,52,,,,MS
2224,Mayo,Mayo County Council,19651W,Carracastle Central Ns,Catholic,N,No Irish,Y,36,41,77,,,23,54,,,,MS
2225,Mayo,Mayo County Council,19710M,Barnacarroll Central Ns,Catholic,N,No Irish,N,62,48,110,,37,46,27,,,,MS
2226,Mayo,Mayo County Council,19776T,Geesala Central School,Catholic,N,Part Irish,Y,27,22,49,,,21,28,,,,MS
2227,Mayo,Mayo County Council,19798G,St Colmans Ns,Catholic,N,No Irish,N,13,14,27,,27,,,,,,MS
2228,Mayo,Mayo County Council,19808G,Tavrane Central Ns,Catholic,N,No Irish,N,13,13,26,,26,,,,,,MS
2229,Mayo,Mayo County Council,19812U,Foxford Central Ns,Catholic,N,No Irish,N,118,148,266,,,92,79,95,,,MS
2230,Mayo,Mayo County Council,19832D,Scoil Raifteiri,Catholic,N,All Irish,N,105,149,254,,,40,54,160,,,MS
2231,Mayo,Mayo County Council,19903A,Kiltimagh Central,Catholic,N,No Irish,N,124,110,234,,18,45,138,33,,,MS
2232,Mayo,Mayo County Council,19911W,St Patricks Central Ns,Catholic,N,No Irish,N,50,52,102,,,46,26,30,,,MS
2233,Mayo,Mayo County Council,19914F,Scoil Naisiunta Thola,Catholic,N,No Irish,N,49,63,112,,,,80,32,,,MS
2234,Mayo,Mayo County Council,19915H,Claremorris Boys Ns,Catholic,N,No Irish,N,124,0,124,,,69,55,,,,MS
2235,Mayo,Mayo County Council,19916J,St Peters Ns,Catholic,N,No Irish,N,127,163,290,,,137,26,127,,,MS
2236,Mayo,Mayo County Council,19951L,Swinford Ns,Catholic,N,No Irish,N,107,84,191,,19,,134,32,,,MS
2237,Mayo,Mayo County Council,19972T,S N Uileog De Burca,Catholic,N,All Irish,N,49,69,118,,,90,28,,,,MS
2238,Mayo,Mayo County Council,20037L,S N Padraig Naofa,Catholic,N,No Irish,Y,85,72,157,,19,,77,61,,,MS
2239,Mayo,Mayo County Council,20046M,Gaelscoil Na Cruaiche,Catholic,N,All Irish,N,93,115,208,,18,44,112,34,,,MS
2240,Mayo,Mayo County Council,20084U,Gaelscoil Na Gceithre Maol,Catholic,N,All Irish,Y,47,59,106,,,24,82,,,,MS
2241,Mayo,Mayo County Council,20089H,St. Josephs N. S.,Catholic,N,No Irish,N,181,187,368,,,40,168,160,,,MS
2242,Mayo,Mayo County Council,20125I,Crossmolina N.S.,Catholic,N,No Irish,N,98,80,178,,31,,82,65,,,MS
2243,Mayo,Mayo County Council,20142I,Scoil Iosa,Catholic,N,No Irish,N,170,149,319,,,91,164,64,,,MS
2244,Mayo,Mayo County Council,20217N,Mount Palmer National School,Catholic,N,No Irish,Y,25,19,44,,19,,25,,,,MS
2245,Mayo,Mayo County Council,20230F,Scoil Phadraic,Catholic,N,No Irish,N,157,156,313,,,86,194,33,,,MS
2246,Mayo,Mayo County Council,20256A,Scoil Náisiúnta Thuar Mhic Éadaigh,Catholic,N,All Irish,N,35,34,69,,18,23,28,,,,MS
2247,Mayo,Mayo County Council,20275E,Scoil Íosa,Catholic,N,Part Irish,Y,83,116,199,,171,21,,,,,MS
2248,Mayo,Mayo County Council,20431P,Scoil Néifinn,Catholic,N,No Irish,N,9,8,17,17,,,,,,,MS
2249,Meath,Meath County Council,00883P,Aine Naofa N S,Catholic,N,No Irish,N,141,186,327,,,70,160,90,,,MS
2250,Meath,Meath County Council,00885T,Ratoath Junior N S,Catholic,N,No Irish,N,242,238,480,,,,390,90,,,MS
2251,Meath,Meath County Council,01309L,Stackallen N S,Catholic,N,No Irish,N,105,89,194,,18,69,107,,,,MS
2252,Meath,Meath County Council,01421F,Kilskyre Mixed N S,Catholic,N,No Irish,N,63,55,118,,,20,29,33,36,,MS
2253,Meath,Meath County Council,02905J,S N Naomh Padraig,Catholic,N,No Irish,N,77,92,169,,,46,55,32,36,,MS
2254,Meath,Meath County Council,03275H,Newtown N S,Catholic,N,No Irish,N,52,48,100,,17,,53,30,,,MS
2255,Meath,Meath County Council,04210H,Kilmessan Mxd N S,Catholic,N,No Irish,N,90,94,184,,,67,84,33,,,MS
2256,Meath,Meath County Council,05062A,Kells Parochial N S,Church Of Ireland,N,No Irish,N,29,34,63,,19,44,,,,,MS
2257,Meath,Meath County Council,05630L,Scoil Mhichil Na Buachailli,Catholic,N,No Irish,N,273,4,277,,,135,108,,,,MS
2258,Meath,Meath County Council,07120V,Killyon N S,Catholic,N,No Irish,N,46,44,90,,19,44,27,,,,MS
2259,Meath,Meath County Council,09238I,Ballinlough N S,Catholic,N,No Irish,N,47,45,92,,18,21,53,,,,MS
2260,Meath,Meath County Council,10801Q,Drumbarragh N S,Catholic,N,No Irish,N,36,45,81,,37,44,,,,,MS
2261,Meath,Meath County Council,11039O,Kilbeg N S,Catholic,N,No Irish,N,48,46,94,,,64,,30,,,MS
2262,Meath,Meath County Council,11978O,Scoil Mhuire Ns,Catholic,N,No Irish,N,41,47,88,,32,,56,,,,MS
2263,Meath,Meath County Council,12068D,Our Lady Of Mercy Ns,Catholic,N,No Irish,N,108,347,455,,,47,220,188,,,MS
2264,Meath,Meath County Council,12488C,Oldcastle Mxd N S,Catholic,N,No Irish,N,147,120,267,,,41,29,158,39,,MS
2265,Meath,Meath County Council,12788O,Flowerfield N S,Church Of Ireland,N,No Irish,N,32,31,63,,17,20,26,,,,MS
2266,Meath,Meath County Council,12897T,Ughtyneill N S,Catholic,N,No Irish,N,8,12,20,9,11,,,,,,MS
2267,Meath,Meath County Council,13775K,St Patricks N S,Church Of Ireland,N,No Irish,N,35,25,60,,15,20,25,,,,MS
2268,Meath,Meath County Council,14348T,Carrickleck N S,Catholic,N,No Irish,N,18,21,39,,15,24,,,,,MS
2269,Meath,Meath County Council,15104T,Bride Naofa N S,Catholic,N,No Irish,N,207,208,415,,,23,241,151,,,MS
2270,Meath,Meath County Council,15483H,St Louis N S,Catholic,N,No Irish,N,29,16,45,,19,,26,,,,MS
2271,Meath,Meath County Council,16067V,Scoil Nais Finin Naofa,Catholic,N,No Irish,N,34,34,68,,15,23,,30,,,MS
2272,Meath,Meath County Council,16100Q,Mercy Convent N S,Catholic,N,No Irish,N,236,247,483,,,48,190,245,,,MS
2273,Meath,Meath County Council,16143L,S N Pheadair Agus Phoil,Catholic,N,No Irish,N,67,57,124,,,70,54,,,,MS
2274,Meath,Meath County Council,16549Q,Scoil Naoimh Pio,Catholic,N,No Irish,N,43,44,87,,17,43,27,,,,MS
2275,Meath,Meath County Council,16646O,St Marys Convent N S,Catholic,N,No Irish,N,185,435,620,,,46,519,30,,,MS
2276,Meath,Meath County Council,16655P,St. Nicholas Primary School,Catholic,N,No Irish,N,170,164,334,,,69,135,130,,,MS
2277,Meath,Meath County Council,16722E,Scoil Cholmcille,Catholic,N,No Irish,N,262,0,262,,,92,75,95,,,MS
2278,Meath,Meath County Council,16774A,Scoil Eoin Báiste,Catholic,N,No Irish,N,48,55,103,,16,,55,32,,,MS
2279,Meath,Meath County Council,16790V,S N Naomh Seosamh,Catholic,N,No Irish,N,37,32,69,,,41,28,,,,MS
2280,Meath,Meath County Council,16825O,Kilbride National School,Catholic,N,No Irish,N,174,146,320,,,109,171,31,,,MS
2281,Meath,Meath County Council,16991I,Carnaross N S,Catholic,N,No Irish,N,73,74,147,,18,40,55,34,,,MS
2282,Meath,Meath County Council,17029S,S N Naomh Cianain,Catholic,N,No Irish,N,39,45,84,,,21,,63,,,MS
2283,Meath,Meath County Council,17088L,Scoil Uí Ghramhnaigh,Catholic,N,All Irish,N,105,107,212,,,48,134,30,,,MS
2284,Meath,Meath County Council,17123K,Kilmainham Wood N S,Catholic,N,No Irish,N,57,54,111,,,48,,63,,,MS
